fips,name,type,state,CBSA
39093,Lorain,county,Ohio,"Cleveland-Elyria, OH"
35028,Los Alamos,county,New Mexico,"Los Alamos, NM"
06037,Los Angeles,county,California,"Los Angeles-Long Beach-Anaheim, CA"
47105,Loudon,county,Tennessee,"Knoxville, TN"
51107,Loudoun,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
19115,Louisa,county,Iowa,
51109,Louisa,county,Virginia,
31115,Loup,county,Nebraska,
40085,Love,county,Oklahoma,"Ardmore, OK"
48301,Loving,county,Texas,"Pecos, TX"
01085,Lowndes,county,Alabama,"Montgomery, AL"
13185,Lowndes,county,Georgia,"Valdosta, GA"
28087,Lowndes,county,Mississippi,"Columbus, MS"
48303,Lubbock,county,Texas,"Lubbock, TX"
19117,Lucas,county,Iowa,
39095,Lucas,county,Ohio,"Toledo, OH"
26095,Luce,county,Michigan,
13187,Lumpkin,county,Georgia,
35029,Luna,county,New Mexico,"Deming, NM"
51111,Lunenburg,county,Virginia,
42079,Luzerne,county,Pennsylvania,"Scranton--Wilkes-Barre, PA"
42081,Lycoming,county,Pennsylvania,"Williamsport, PA"
46085,Lyman,county,South Dakota,
51680,Lynchburg,county,Virginia,"Lynchburg, VA"
48305,Lynn,county,Texas,"Lubbock, TX"
19119,Lyon,county,Iowa,
20111,Lyon,county,Kansas,"Emporia, KS"
21143,Lyon,county,Kentucky,
27083,Lyon,county,Minnesota,"Marshall, MN"
32019,Lyon,county,Nevada,"Fernley, NV"
26097,Mackinac,county,Michigan,
26099,Macomb,county,Michigan,"Detroit-Warren-Dearborn, MI"
01087,Macon,county,Alabama,
13193,Macon,county,Georgia,
17115,Macon,county,Illinois,"Decatur, IL"
29121,Macon,county,Missouri,
37113,Macon,county,North Carolina,
47111,Macon,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
17117,Macoupin,county,Illinois,"St. Louis, MO-IL"
06039,Madera,county,California,"Madera, CA"
01089,Madison,county,Alabama,"Huntsville, AL"
05087,Madison,county,Arkansas,"Fayetteville-Springdale-Rogers, AR"
12079,Madison,county,Florida,
13195,Madison,county,Georgia,"Athens-Clarke County, GA"
16065,Madison,county,Idaho,"Rexburg, ID"
17119,Madison,county,Illinois,"St. Louis, MO-IL"
18095,Madison,county,Indiana,"Indianapolis-Carmel-Anderson, IN"
19121,Madison,county,Iowa,"Des Moines-West Des Moines, IA"
21151,Madison,county,Kentucky,"Richmond-Berea, KY"
22065,Madison,county,Louisiana,
28089,Madison,county,Mississippi,"Jackson, MS"
29123,Madison,county,Missouri,
30057,Madison,county,Montana,
31119,Madison,county,Nebraska,"Norfolk, NE"
36053,Madison,county,New York,"Syracuse, NY"
37115,Madison,county,North Carolina,"Asheville, NC"
39097,Madison,county,Ohio,"Columbus, OH"
47113,Madison,county,Tennessee,"Jackson, TN"
48313,Madison,county,Texas,
51113,Madison,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
21153,Magoffin,county,Kentucky,
19123,Mahaska,county,Iowa,"Oskaloosa, IA"
27087,Mahnomen,county,Minnesota,
39099,Mahoning,county,Ohio,"Youngstown-Warren-Boardman, OH-PA"
40093,Major,county,Oklahoma,
41045,Malheur,county,Oregon,"Ontario, OR-ID"
51685,Manassas Park,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51683,Manassas,county,Virginia,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12081,Manatee,county,Florida,"North Port-Sarasota-Bradenton, FL"
26101,Manistee,county,Michigan,
55071,Manitowoc,county,Wisconsin,"Manitowoc, WI"
55073,Marathon,county,Wisconsin,"Wausau-Weston, WI"
01091,Marengo,county,Alabama,
04013,Maricopa,county,Arizona,"Phoenix-Mesa-Chandler, AZ"
29125,Maries,county,Missouri,
06041,Marin,county,California,"San Francisco-Oakland-Berkeley, CA"
55075,Marinette,county,Wisconsin,"Marinette, WI-MI"
01093,Marion,county,Alabama,
05089,Marion,county,Arkansas,
12083,Marion,county,Florida,"Ocala, FL"
13197,Marion,county,Georgia,"Columbus, GA-AL"
17121,Marion,county,Illinois,"Centralia, IL"
18097,Marion,county,Indiana,"Indianapolis-Carmel-Anderson, IN"
19125,Marion,county,Iowa,"Pella, IA"
20115,Marion,county,Kansas,
21155,Marion,county,Kentucky,
28091,Marion,county,Mississippi,
29127,Marion,county,Missouri,"Hannibal, MO"
39101,Marion,county,Ohio,"Marion, OH"
41047,Marion,county,Oregon,"Salem, OR"
45067,Marion,county,South Carolina,
47115,Marion,county,Tennessee,"Chattanooga, TN-GA"
48315,Marion,county,Texas,
54049,Marion,county,West Virginia,"Fairmont, WV"
06043,Mariposa,county,California,
45069,Marlboro,county,South Carolina,"Bennettsville, SC"
26103,Marquette,county,Michigan,"Marquette, MI"
55077,Marquette,county,Wisconsin,
01095,Marshall,county,Alabama,"Albertville, AL"
17123,Marshall,county,Illinois,"Peoria, IL"
18099,Marshall,county,Indiana,"Plymouth, IN"
19127,Marshall,county,Iowa,"Marshalltown, IA"
20117,Marshall,county,Kansas,
21157,Marshall,county,Kentucky,
27089,Marshall,county,Minnesota,
28093,Marshall,county,Mississippi,"Memphis, TN-MS-AR"
40095,Marshall,county,Oklahoma,
46091,Marshall,county,South Dakota,
47117,Marshall,county,Tennessee,"Lewisburg, TN"
54051,Marshall,county,West Virginia,"Wheeling, WV-OH"
12085,Martin,county,Florida,"Port St. Lucie, FL"
18101,Martin,county,Indiana,
21159,Martin,county,Kentucky,
27091,Martin,county,Minnesota,"Fairmont, MN"
37117,Martin,county,North Carolina,
48317,Martin,county,Texas,"Midland, TX"
51690,Martinsville,county,Virginia,"Martinsville, VA"
17125,Mason,county,Illinois,
21161,Mason,county,Kentucky,"Maysville, KY"
26105,Mason,county,Michigan,"Ludington, MI"
48319,Mason,county,Texas,
53045,Mason,county,Washington,"Shelton, WA"
54053,Mason,county,West Virginia,"Point Pleasant, WV-OH"
17127,Massac,county,Illinois,"Paducah, KY-IL"
48321,Matagorda,county,Texas,"Bay City, TX"
02170,Matanuska-Susitna,county,Alaska,"Anchorage, AK"
51115,Mathews,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
15009,Maui,county,Hawaii,"Kahului-Wailuku-Lahaina, HI"
47119,Maury,county,Tennessee,"Nashville-Davidson--Murfreesboro--Franklin, TN"
48323,Maverick,county,Texas,"Eagle Pass, TX"
40097,Mayes,county,Oklahoma,
40087,McClain,county,Oklahoma,"Oklahoma City, OK"
30055,McCone,county,Montana,
46087,McCook,county,South Dakota,"Sioux Falls, SD"
45065,McCormick,county,South Carolina,
21145,McCracken,county,Kentucky,"Paducah, KY-IL"
21147,McCreary,county,Kentucky,
48307,McCulloch,county,Texas,
40089,McCurtain,county,Oklahoma,
29119,McDonald,county,Missouri,
17109,McDonough,county,Illinois,"Macomb, IL"
37111,McDowell,county,North Carolina,"Marion, NC"
54047,McDowell,county,West Virginia,
13189,McDuffie,county,Georgia,"Augusta-Richmond County, GA-SC"
17111,McHenry,county,Illinois,"Chicago-Naperville-Elgin, IL-IN-WI"
38049,McHenry,county,North Dakota,"Minot, ND"
13191,McIntosh,county,Georgia,"Brunswick, GA"
38051,McIntosh,county,North Dakota,
40091,McIntosh,county,Oklahoma,
42083,McKean,county,Pennsylvania,"Bradford, PA"
38053,McKenzie,county,North Dakota,
35031,McKinley,county,New Mexico,"Gallup, NM"
17113,McLean,county,Illinois,"Bloomington, IL"
21149,McLean,county,Kentucky,"Owensboro, KY"
38055,McLean,county,North Dakota,
48309,McLennan,county,Texas,"Waco, TX"
27085,McLeod,county,Minnesota,"Hutchinson, MN"
47107,McMinn,county,Tennessee,"Athens, TN"
48311,McMullen,county,Texas,
47109,McNairy,county,Tennessee,
20113,McPherson,county,Kansas,"McPherson, KS"
31117,McPherson,county,Nebraska,"North Platte, NE"
46089,McPherson,county,South Dakota,
20119,Meade,county,Kansas,
21163,Meade,county,Kentucky,"Elizabethtown-Fort Knox, KY"
46093,Meade,county,South Dakota,"Rapid City, SD"
30059,Meagher,county,Montana,
37119,Mecklenburg,county,North Carolina,"Charlotte-Concord-Gastonia, NC-SC"
51117,Mecklenburg,county,Virginia,
26107,Mecosta,county,Michigan,"Big Rapids, MI"
39103,Medina,county,Ohio,"Cleveland-Elyria, OH"
48325,Medina,county,Texas,"San Antonio-New Braunfels, TX"
27093,Meeker,county,Minnesota,
39105,Meigs,county,Ohio,
47121,Meigs,county,Tennessee,
46095,Mellette,county,South Dakota,
17129,Menard,county,Illinois,"Springfield, IL"
48327,Menard,county,Texas,
06045,Mendocino,county,California,"Ukiah, CA"
21165,Menifee,county,Kentucky,"Mount Sterling, KY"
26109,Menominee,county,Michigan,"Marinette, WI-MI"
55078,Menominee,county,Wisconsin,"Shawano, WI"
06047,Merced,county,California,"Merced, CA"
17131,Mercer,county,Illinois,"Davenport-Moline-Rock Island, IA-IL"
21167,Mercer,county,Kentucky,
29129,Mercer,county,Missouri,
34021,Mercer,county,New Jersey,"Trenton-Princeton, NJ"
38057,Mercer,county,North Dakota,
39107,Mercer,county,Ohio,"Celina, OH"
42085,Mercer,county,Pennsylvania,"Youngstown-Warren-Boardman, OH-PA"
54055,Mercer,county,West Virginia,"Bluefield, WV-VA"
13199,Meriwether,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
31121,Merrick,county,Nebraska,"Grand Island, NE"
33013,Merrimack,county,New Hampshire,"Concord, NH"
08077,Mesa,county,Colorado,"Grand Junction, CO"
21169,Metcalfe,county,Kentucky,"Glasgow, KY"
12086,Miami-Dade,county,Florida,"Miami-Fort Lauderdale-Pompano Beach, FL"
18103,Miami,county,Indiana,"Peru, IN"
20121,Miami,county,Kansas,"Kansas City, MO-KS"
39109,Miami,county,Ohio,"Dayton-Kettering, OH"
09007,Middlesex,county,Connecticut,"Hartford-East Hartford-Middletown, CT"
25017,Middlesex,county,Massachusetts,"Boston-Cambridge-Newton, MA-NH"
34023,Middlesex,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
51119,Middlesex,county,Virginia,
26111,Midland,county,Michigan,"Midland, MI"
48329,Midland,county,Texas,"Midland, TX"
42087,Mifflin,county,Pennsylvania,"Lewistown, PA"
48331,Milam,county,Texas,
49027,Millard,county,Utah,
27095,Mille Lacs,county,Minnesota,"Minneapolis-St. Paul-Bloomington, MN-WI"
05091,Miller,county,Arkansas,"Texarkana, TX-AR"
13201,Miller,county,Georgia,
29131,Miller,county,Missouri,
19129,Mills,county,Iowa,"Omaha-Council Bluffs, NE-IA"
48333,Mills,county,Texas,
55079,Milwaukee,county,Wisconsin,"Milwaukee-Waukesha, WI"
46097,Miner,county,South Dakota,
08079,Mineral,county,Colorado,
30061,Mineral,county,Montana,
32021,Mineral,county,Nevada,
54057,Mineral,county,West Virginia,"Cumberland, MD-WV"
54059,Mingo,county,West Virginia,
16067,Minidoka,county,Idaho,"Burley, ID"
46099,Minnehaha,county,South Dakota,"Sioux Falls, SD"
26113,Missaukee,county,Michigan,"Cadillac, MI"
05093,Mississippi,county,Arkansas,"Blytheville, AR"
29133,Mississippi,county,Missouri,
30063,Missoula,county,Montana,"Missoula, MT"
13205,Mitchell,county,Georgia,
19131,Mitchell,county,Iowa,
20123,Mitchell,county,Kansas,
37121,Mitchell,county,North Carolina,
48335,Mitchell,county,Texas,
01097,Mobile,county,Alabama,"Mobile, AL"
06049,Modoc,county,California,
08081,Moffat,county,Colorado,"Craig, CO"
04015,Mohave,county,Arizona,"Lake Havasu City-Kingman, AZ"
29135,Moniteau,county,Missouri,"Jefferson City, MO"
34025,Monmouth,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
06051,Mono,county,California,
19133,Monona,county,Iowa,
54061,Monongalia,county,West Virginia,"Morgantown, WV"
01099,Monroe,county,Alabama,
05095,Monroe,county,Arkansas,
12087,Monroe,county,Florida,"Key West, FL"
13207,Monroe,county,Georgia,"Macon-Bibb County, GA"
17133,Monroe,county,Illinois,"St. Louis, MO-IL"
18105,Monroe,county,Indiana,"Bloomington, IN"
19135,Monroe,county,Iowa,
21171,Monroe,county,Kentucky,
26115,Monroe,county,Michigan,"Monroe, MI"
28095,Monroe,county,Mississippi,
29137,Monroe,county,Missouri,
36055,Monroe,county,New York,"Rochester, NY"
39111,Monroe,county,Ohio,
42089,Monroe,county,Pennsylvania,"East Stroudsburg, PA"
47123,Monroe,county,Tennessee,
54063,Monroe,county,West Virginia,
55081,Monroe,county,Wisconsin,
48337,Montague,county,Texas,
26117,Montcalm,county,Michigan,"Grand Rapids-Kentwood, MI"
06053,Monterey,county,California,"Salinas, CA"
08083,Montezuma,county,Colorado,
01101,Montgomery,county,Alabama,"Montgomery, AL"
05097,Montgomery,county,Arkansas,
13209,Montgomery,county,Georgia,"Vidalia, GA"
17135,Montgomery,county,Illinois,
18107,Montgomery,county,Indiana,"Crawfordsville, IN"
19137,Montgomery,county,Iowa,
20125,Montgomery,county,Kansas,"Coffeyville, KS"
21173,Montgomery,county,Kentucky,"Mount Sterling, KY"
24031,Montgomery,county,Maryland,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
28097,Montgomery,county,Mississippi,
29139,Montgomery,county,Missouri,
36057,Montgomery,county,New York,"Amsterdam, NY"
37123,Montgomery,county,North Carolina,
39113,Montgomery,county,Ohio,"Dayton-Kettering, OH"
42091,Montgomery,county,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
47125,Montgomery,county,Tennessee,"Clarksville, TN-KY"
48339,Montgomery,county,Texas,"Houston-The Woodlands-Sugar Land, TX"
51121,Montgomery,county,Virginia,"Blacksburg-Christiansburg, VA"
26119,Montmorency,county,Michigan,
42093,Montour,county,Pennsylvania,"Bloomsburg-Berwick, PA"
08085,Montrose,county,Colorado,"Montrose, CO"
46101,Moody,county,South Dakota,
37125,Moore,county,North Carolina,"Pinehurst-Southern Pines, NC"
47127,Moore,county,Tennessee,"Tullahoma-Manchester, TN"
48341,Moore,county,Texas,"Dumas, TX"
35033,Mora,county,New Mexico,"Las Vegas, NM"
22067,Morehouse,county,Louisiana,"Monroe, LA"
01103,Morgan,county,Alabama,"Decatur, AL"
08087,Morgan,county,Colorado,"Fort Morgan, CO"
13211,Morgan,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
17137,Morgan,county,Illinois,"Jacksonville, IL"
18109,Morgan,county,Indiana,"Indianapolis-Carmel-Anderson, IN"
21175,Morgan,county,Kentucky,
29141,Morgan,county,Missouri,
39115,Morgan,county,Ohio,
47129,Morgan,county,Tennessee,"Knoxville, TN"
49029,Morgan,county,Utah,"Ogden-Clearfield, UT"
54065,Morgan,county,West Virginia,"Hagerstown-Martinsburg, MD-WV"
31123,Morrill,county,Nebraska,
20127,Morris,county,Kansas,
34027,Morris,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
48343,Morris,county,Texas,
27097,Morrison,county,Minnesota,
39117,Morrow,county,Ohio,"Columbus, OH"
41049,Morrow,county,Oregon,"Hermiston-Pendleton, OR"
20129,Morton,county,Kansas,
38059,Morton,county,North Dakota,"Bismarck, ND"
48345,Motley,county,Texas,
17139,Moultrie,county,Illinois,
38061,Mountrail,county,North Dakota,
27099,Mower,county,Minnesota,"Austin, MN"
21177,Muhlenberg,county,Kentucky,"Central City, KY"
41051,Multnomah,county,Oregon,"Portland-Vancouver-Hillsboro, OR-WA"
13213,Murray,county,Georgia,"Dalton, GA"
27101,Murray,county,Minnesota,
40099,Murray,county,Oklahoma,
19139,Muscatine,county,Iowa,"Muscatine, IA"
13215,Muscogee,county,Georgia,"Columbus, GA-AL"
26121,Muskegon,county,Michigan,"Muskegon, MI"
39119,Muskingum,county,Ohio,"Zanesville, OH"
40101,Muskogee,county,Oklahoma,"Muskogee, OK"
30065,Musselshell,county,Montana,
48347,Nacogdoches,county,Texas,"Nacogdoches, TX"
31125,Nance,county,Nebraska,
25019,Nantucket,county,Massachusetts,
06055,Napa,county,California,"Napa, CA"
37127,Nash,county,North Carolina,"Rocky Mount, NC"
12089,Nassau,county,Florida,"Jacksonville, FL"
36059,Nassau,county,New York,"New York-Newark-Jersey City, NY-NJ-PA"
22069,Natchitoches,county,Louisiana,"Natchitoches, LA"
56025,Natrona,county,Wyoming,"Casper, WY"
04017,Navajo,county,Arizona,"Show Low, AZ"
48349,Navarro,county,Texas,"Corsicana, TX"
21179,Nelson,county,Kentucky,"Bardstown, KY"
38063,Nelson,county,North Dakota,
51125,Nelson,county,Virginia,"Charlottesville, VA"
20131,Nemaha,county,Kansas,
31127,Nemaha,county,Nebraska,
20133,Neosho,county,Kansas,
28099,Neshoba,county,Mississippi,
20135,Ness,county,Kansas,
05099,Nevada,county,Arkansas,"Hope, AR"
06057,Nevada,county,California,"Truckee-Grass Valley, CA"
10003,New Castle,county,Delaware,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
37129,New Hanover,county,North Carolina,"Wilmington, NC"
09009,New Haven,county,Connecticut,"New Haven-Milford, CT"
51127,New Kent,county,Virginia,"Richmond, VA"
09011,New London,county,Connecticut,"Norwich-New London, CT"
29143,New Madrid,county,Missouri,
36061,New York City,county,New York,"New York-Newark-Jersey City, NY-NJ-PA"
26123,Newaygo,county,Michigan,
45071,Newberry,county,South Carolina,"Newberry, SC"
51700,Newport News,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
44005,Newport,county,Rhode Island,"Providence-Warwick, RI-MA"
05101,Newton,county,Arkansas,"Harrison, AR"
13217,Newton,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
18111,Newton,county,Indiana,"Chicago-Naperville-Elgin, IL-IN-WI"
28101,Newton,county,Mississippi,
29145,Newton,county,Missouri,"Joplin, MO"
48351,Newton,county,Texas,
16069,Nez Perce,county,Idaho,"Lewiston, ID-WA"
36063,Niagara,county,New York,"Buffalo-Cheektowaga, NY"
21181,Nicholas,county,Kentucky,
54067,Nicholas,county,West Virginia,
27103,Nicollet,county,Minnesota,"Mankato, MN"
56027,Niobrara,county,Wyoming,
18113,Noble,county,Indiana,"Kendallville, IN"
39121,Noble,county,Ohio,
40103,Noble,county,Oklahoma,
27105,Nobles,county,Minnesota,"Worthington, MN"
29147,Nodaway,county,Missouri,"Maryville, MO"
48353,Nolan,county,Texas,"Sweetwater, TX"
02180,Nome,county,Alaska,
25021,Norfolk,county,Massachusetts,"Boston-Cambridge-Newton, MA-NH"
51710,Norfolk,county,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC"
27107,Norman,county,Minnesota,
02185,North Slope,county,Alaska,
37131,Northampton,county,North Carolina,"Roanoke Rapids, NC"
42095,Northampton,county,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ"
51131,Northampton,county,Virginia,
42097,Northumberland,county,Pennsylvania,"Sunbury, PA"
51133,Northumberland,county,Virginia,
02188,Northwest Arctic,county,Alaska,
20137,Norton,county,Kansas,
51720,Norton,county,Virginia,"Big Stone Gap, VA"
51135,Nottoway,county,Virginia,
40105,Nowata,county,Oklahoma,
28103,Noxubee,county,Mississippi,
31129,Nuckolls,county,Nebraska,
48355,Nueces,county,Texas,"Corpus Christi, TX"
32023,Nye,county,Nevada,"Pahrump, NV"
19141,O'Brien,county,Iowa,
26125,Oakland,county,Michigan,"Detroit-Warren-Dearborn, MI"
47131,Obion,county,Tennessee,"Union City, TN"
34029,Ocean,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
26127,Oceana,county,Michigan,
48357,Ochiltree,county,Texas,
13219,Oconee,county,Georgia,"Athens-Clarke County, GA"
45073,Oconee,county,South Carolina,"Seneca, SC"
55083,Oconto,county,Wisconsin,"Green Bay, WI"
26129,Ogemaw,county,Michigan,
46102,Oglala Lakota,county,South Dakota,
17141,Ogle,county,Illinois,"Rochelle, IL"
13221,Oglethorpe,county,Georgia,"Athens-Clarke County, GA"
18115,Ohio,county,Indiana,"Cincinnati, OH-KY-IN"
21183,Ohio,county,Kentucky,
54069,Ohio,county,West Virginia,"Wheeling, WV-OH"
12091,Okaloosa,county,Florida,"Crestview-Fort Walton Beach-Destin, FL"
53047,Okanogan,county,Washington,
12093,Okeechobee,county,Florida,"Okeechobee, FL"
40107,Okfuskee,county,Oklahoma,
40109,Oklahoma,county,Oklahoma,"Oklahoma City, OK"
40111,Okmulgee,county,Oklahoma,"Tulsa, OK"
28105,Oktibbeha,county,Mississippi,"Starkville, MS"
21185,Oldham,county,Kentucky,"Louisville/Jefferson County, KY-IN"
48359,Oldham,county,Texas,"Amarillo, TX"
38065,Oliver,county,North Dakota,"Bismarck, ND"
27109,Olmsted,county,Minnesota,"Rochester, MN"
16071,Oneida,county,Idaho,
36065,Oneida,county,New York,"Utica-Rome, NY"
55085,Oneida,county,Wisconsin,
36067,Onondaga,county,New York,"Syracuse, NY"
37133,Onslow,county,North Carolina,"Jacksonville, NC"
36069,Ontario,county,New York,"Rochester, NY"
26131,Ontonagon,county,Michigan,
06059,Orange,county,California,"Los Angeles-Long Beach-Anaheim, CA"
12095,Orange,county,Florida,"Orlando-Kissimmee-Sanford, FL"
18117,Orange,county,Indiana,
36071,Orange,county,New York,"Poughkeepsie-Newburgh-Middletown, NY"
37135,Orange,county,North Carolina,"Durham-Chapel Hill, NC"
48361,Orange,county,Texas,"Beaumont-Port Arthur, TX"
50017,Orange,county,Vermont,"Lebanon, NH-VT"
51137,Orange,county,Virginia,
45075,Orangeburg,county,South Carolina,"Orangeburg, SC"
29149,Oregon,county,Missouri,
22071,Orleans,county,Louisiana,"New Orleans-Metairie, LA"
36073,Orleans,county,New York,"Rochester, NY"
50019,Orleans,county,Vermont,
20139,Osage,county,Kansas,"Topeka, KS"
29151,Osage,county,Missouri,"Jefferson City, MO"
40113,Osage,county,Oklahoma,"Tulsa, OK"
20141,Osborne,county,Kansas,
12097,Osceola,county,Florida,"Orlando-Kissimmee-Sanford, FL"
19143,Osceola,county,Iowa,
26133,Osceola,county,Michigan,
26135,Oscoda,county,Michigan,
36075,Oswego,county,New York,"Syracuse, NY"
08089,Otero,county,Colorado,
35035,Otero,county,New Mexico,"Alamogordo, NM"
31131,Otoe,county,Nebraska,
26137,Otsego,county,Michigan,
36077,Otsego,county,New York,"Oneonta, NY"
20143,Ottawa,county,Kansas,"Salina, KS"
26139,Ottawa,county,Michigan,"Grand Rapids-Kentwood, MI"
39123,Ottawa,county,Ohio,"Toledo, OH"
40115,Ottawa,county,Oklahoma,"Miami, OK"
27111,Otter Tail,county,Minnesota,"Fergus Falls, MN"
05103,Ouachita,county,Arkansas,"Camden, AR"
22073,Ouachita,county,Louisiana,"Monroe, LA"
08091,Ouray,county,Colorado,"Montrose, CO"
55087,Outagamie,county,Wisconsin,"Appleton, WI"
47133,Overton,county,Tennessee,"Cookeville, TN"
18119,Owen,county,Indiana,"Bloomington, IN"
21187,Owen,county,Kentucky,
21189,Owsley,county,Kentucky,
16073,Owyhee,county,Idaho,"Boise City, ID"
23017,Oxford,county,Maine,
29153,Ozark,county,Missouri,
55089,Ozaukee,county,Wisconsin,"Milwaukee-Waukesha, WI"
53049,Pacific,county,Washington,
19145,Page,county,Iowa,
51139,Page,county,Virginia,
12099,Palm Beach,county,Florida,"Miami-Fort Lauderdale-Pompano Beach, FL"
19147,Palo Alto,county,Iowa,
48363,Palo Pinto,county,Texas,"Mineral Wells, TX"
37137,Pamlico,county,North Carolina,"New Bern, NC"
28107,Panola,county,Mississippi,
48365,Panola,county,Texas,
08093,Park,county,Colorado,"Denver-Aurora-Lakewood, CO"
30067,Park,county,Montana,
56029,Park,county,Wyoming,
18121,Parke,county,Indiana,"Terre Haute, IN"
48367,Parker,county,Texas,"Dallas-Fort Worth-Arlington, TX"
48369,Parmer,county,Texas,
12101,Pasco,county,Florida,"Tampa-St. Petersburg-Clearwater, FL"
37139,Pasquotank,county,North Carolina,"Elizabeth City, NC"
34031,Passaic,county,New Jersey,"New York-Newark-Jersey City, NY-NJ-PA"
51141,Patrick,county,Virginia,
13223,Paulding,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
39125,Paulding,county,Ohio,
20145,Pawnee,county,Kansas,
31133,Pawnee,county,Nebraska,
40117,Pawnee,county,Oklahoma,"Tulsa, OK"
16075,Payette,county,Idaho,"Ontario, OR-ID"
40119,Payne,county,Oklahoma,"Stillwater, OK"
13225,Peach,county,Georgia,"Warner Robins, GA"
28109,Pearl River,county,Mississippi,"Picayune, MS"
48371,Pecos,county,Texas,
38067,Pembina,county,North Dakota,
29155,Pemiscot,county,Missouri,
53051,Pend Oreille,county,Washington,
37141,Pender,county,North Carolina,"Wilmington, NC"
21191,Pendleton,county,Kentucky,"Cincinnati, OH-KY-IN"
54071,Pendleton,county,West Virginia,
27113,Pennington,county,Minnesota,
46103,Pennington,county,South Dakota,"Rapid City, SD"
23019,Penobscot,county,Maine,"Bangor, ME"
17143,Peoria,county,Illinois,"Peoria, IL"
55091,Pepin,county,Wisconsin,
31135,Perkins,county,Nebraska,
46105,Perkins,county,South Dakota,
37143,Perquimans,county,North Carolina,"Elizabeth City, NC"
01105,Perry,county,Alabama,
05105,Perry,county,Arkansas,"Little Rock-North Little Rock-Conway, AR"
17145,Perry,county,Illinois,
18123,Perry,county,Indiana,
21193,Perry,county,Kentucky,
28111,Perry,county,Mississippi,"Hattiesburg, MS"
29157,Perry,county,Missouri,
39127,Perry,county,Ohio,"Columbus, OH"
42099,Perry,county,Pennsylvania,"Harrisburg-Carlisle, PA"
47135,Perry,county,Tennessee,
32027,Pershing,county,Nevada,
37145,Person,county,North Carolina,"Durham-Chapel Hill, NC"
02195,Petersburg,county,Alaska,
51730,Petersburg,county,Virginia,"Richmond, VA"
30069,Petroleum,county,Montana,
29159,Pettis,county,Missouri,"Sedalia, MO"
29161,Phelps,county,Missouri,"Rolla, MO"
31137,Phelps,county,Nebraska,
42101,Philadelphia,county,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
05107,Phillips,county,Arkansas,"Helena-West Helena, AR"
08095,Phillips,county,Colorado,
20147,Phillips,county,Kansas,
30071,Phillips,county,Montana,
17147,Piatt,county,Illinois,"Champaign-Urbana, IL"
39129,Pickaway,county,Ohio,"Columbus, OH"
01107,Pickens,county,Alabama,"Tuscaloosa, AL"
13227,Pickens,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
45077,Pickens,county,South Carolina,"Greenville-Anderson, SC"
47137,Pickett,county,Tennessee,
13229,Pierce,county,Georgia,"Waycross, GA"
31139,Pierce,county,Nebraska,"Norfolk, NE"
38069,Pierce,county,North Dakota,
53053,Pierce,county,Washington,"Seattle-Tacoma-Bellevue, WA"
55093,Pierce,county,Wisconsin,"Minneapolis-St. Paul-Bloomington, MN-WI"
01109,Pike,county,Alabama,"Troy, AL"
05109,Pike,county,Arkansas,
13231,Pike,county,Georgia,"Atlanta-Sandy Springs-Alpharetta, GA"
17149,Pike,county,Illinois,
18125,Pike,county,Indiana,"Jasper, IN"
21195,Pike,county,Kentucky,
28113,Pike,county,Mississippi,"McComb, MS"
29163,Pike,county,Missouri,
39131,Pike,county,Ohio,
42103,Pike,county,Pennsylvania,"New York-Newark-Jersey City, NY-NJ-PA"
04019,Pima,county,Arizona,"Tucson, AZ"
04021,Pinal,county,Arizona,"Phoenix-Mesa-Chandler, AZ"
27115,Pine,county,Minnesota,
12103,Pinellas,county,Florida,"Tampa-St. Petersburg-Clearwater, FL"
27117,Pipestone,county,Minnesota,
23021,Piscataquis,county,Maine,
08097,Pitkin,county,Colorado,"Glenwood Springs, CO"
37147,Pitt,county,North Carolina,"Greenville, NC"
40121,Pittsburg,county,Oklahoma,"McAlester, OK"
51143,Pittsylvania,county,Virginia,"Danville, VA"
49031,Piute,county,Utah,
